rate_date,source_date,from_currency,to_currency,rate_to_rmb,source_hkd_per_unit,cny_hkd_per_unit,is_carried_forward,source_name,source_url
2021-07-24,2021-07-24,GBP,RMB,8.9047202433,10.687,1.20015,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-24,2021-07-24,EUR,RMB,7.6227971504,9.1485,1.20015,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-24,2021-07-24,JPY,RMB,0.0585635129,0.070285,1.20015,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-24,2021-07-24,TWD,RMB,0.2270549515,0.2725,1.20015,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-25,2021-07-24,USD,RMB,6.4741907262,7.77,1.20015,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-25,2021-07-24,HKD,RMB,0.8332291797,1,1.20015,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-25,2021-07-24,GBP,RMB,8.9047202433,10.687,1.20015,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-25,2021-07-24,EUR,RMB,7.6227971504,9.1485,1.20015,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-25,2021-07-24,JPY,RMB,0.0585635129,0.070285,1.20015,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-25,2021-07-24,TWD,RMB,0.2270549515,0.2725,1.20015,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-26,2021-07-26,USD,RMB,6.4886292510,7.775,1.19825,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-26,2021-07-26,HKD,RMB,0.8345503860,1,1.19825,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-26,2021-07-26,GBP,RMB,8.9213436261,10.69,1.19825,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-26,2021-07-26,EUR,RMB,7.6411433340,9.156,1.19825,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-26,2021-07-26,JPY,RMB,0.0587982474,0.070455,1.19825,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-26,2021-07-26,TWD,RMB,0.2274149802,0.2725,1.19825,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-27,2021-07-27,USD,RMB,6.4882441221,7.782,1.1994,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-27,2021-07-27,HKD,RMB,0.8337502084,1,1.1994,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-27,2021-07-27,GBP,RMB,8.9573953643,10.7435,1.1994,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-27,2021-07-27,EUR,RMB,7.6479906620,9.173,1.1994,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-27,2021-07-27,JPY,RMB,0.0588752710,0.070615,1.1994,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-27,2021-07-27,TWD,RMB,0.2271969318,0.2725,1.1994,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-28,2021-07-28,USD,RMB,6.5115889884,7.782,1.1951,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-28,2021-07-28,HKD,RMB,0.8367500628,1,1.1951,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-28,2021-07-28,GBP,RMB,9.0440130533,10.8085,1.1951,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-28,2021-07-28,EUR,RMB,7.6897330767,9.19,1.1951,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-28,2021-07-28,JPY,RMB,0.0592628232,0.070825,1.1951,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-28,2021-07-28,TWD,RMB,0.2280143921,0.2725,1.1951,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-29,2021-07-29,USD,RMB,6.4716651411,7.777,1.2017,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-29,2021-07-29,HKD,RMB,0.8321544479,1,1.2017,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-29,2021-07-29,GBP,RMB,9.0193059832,10.8385,1.2017,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-29,2021-07-29,EUR,RMB,7.6728800865,9.2205,1.2017,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-29,2021-07-29,JPY,RMB,0.0588874095,0.070765,1.2017,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-29,2021-07-29,TWD,RMB,0.2267620870,0.2725,1.2017,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-30,2021-07-30,USD,RMB,6.4619348404,7.775,1.2032,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-30,2021-07-30,HKD,RMB,0.8311170213,1,1.2032,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-30,2021-07-30,GBP,RMB,9.0159574468,10.848,1.2032,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-30,2021-07-30,EUR,RMB,7.6820146277,9.243,1.2032,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-30,2021-07-30,JPY,RMB,0.0589303524,0.070905,1.2032,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-30,2021-07-30,TWD,RMB,0.2264793883,0.2725,1.2032,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-31,2021-07-31,USD,RMB,6.4621523881,7.773,1.20285,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-31,2021-07-31,HKD,RMB,0.8313588561,1,1.20285,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-31,2021-07-31,GBP,RMB,8.9886519516,10.812,1.20285,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-31,2021-07-31,EUR,RMB,7.6705324853,9.2265,1.20285,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-31,2021-07-31,JPY,RMB,0.0589059317,0.070855,1.20285,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-07-31,2021-07-31,TWD,RMB,0.2265452883,0.2725,1.20285,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-01,2021-07-31,USD,RMB,6.4621523881,7.773,1.20285,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-01,2021-07-31,HKD,RMB,0.8313588561,1,1.20285,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-01,2021-07-31,GBP,RMB,8.9886519516,10.812,1.20285,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-01,2021-07-31,EUR,RMB,7.6705324853,9.2265,1.20285,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-01,2021-07-31,JPY,RMB,0.0589059317,0.070855,1.20285,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-01,2021-07-31,TWD,RMB,0.2265452883,0.2725,1.20285,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-02,2021-08-02,USD,RMB,6.4657465913,7.777,1.2028,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-02,2021-08-02,HKD,RMB,0.8313934154,1,1.2028,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-02,2021-08-02,GBP,RMB,8.9965081477,10.821,1.2028,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-02,2021-08-02,EUR,RMB,7.6833222481,9.2415,1.2028,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-02,2021-08-02,JPY,RMB,0.0589333222,0.070885,1.2028,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-02,2021-08-02,TWD,RMB,0.2265547057,0.2725,1.2028,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-03,2021-08-03,USD,RMB,6.4654778235,7.777,1.20285,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-03,2021-08-03,HKD,RMB,0.8313588561,1,1.20285,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-03,2021-08-03,GBP,RMB,8.9844951573,10.807,1.20285,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-03,2021-08-03,EUR,RMB,7.6771833562,9.2345,1.20285,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-03,2021-08-03,JPY,RMB,0.0592052209,0.071215,1.20285,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-03,2021-08-03,TWD,RMB,0.2265452883,0.2725,1.20285,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-04,2021-08-04,USD,RMB,6.4557645203,7.775,1.20435,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-04,2021-08-04,HKD,RMB,0.8303234110,1,1.20435,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-04,2021-08-04,GBP,RMB,8.9969693195,10.8355,1.20435,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-04,2021-08-04,EUR,RMB,7.6672063769,9.234,1.20435,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-04,2021-08-04,JPY,RMB,0.0591522398,0.07124,1.20435,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-04,2021-08-04,TWD,RMB,0.2262631295,0.2725,1.20435,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-05,2021-08-05,USD,RMB,6.4604011795,7.778,1.20395,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-05,2021-08-05,HKD,RMB,0.8305992774,1,1.20395,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-05,2021-08-05,GBP,RMB,8.9775322895,10.8085,1.20395,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-05,2021-08-05,EUR,RMB,7.6473275468,9.207,1.20395,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-05,2021-08-05,JPY,RMB,0.0588853358,0.070895,1.20395,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-05,2021-08-05,TWD,RMB,0.2263383031,0.2725,1.20395,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-06,2021-08-06,USD,RMB,6.4636223875,7.778,1.20335,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-06,2021-08-06,HKD,RMB,0.8310134209,1,1.20335,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-06,2021-08-06,GBP,RMB,8.9923962272,10.821,1.20335,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-06,2021-08-06,EUR,RMB,7.6415839116,9.1955,1.20335,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-06,2021-08-06,JPY,RMB,0.0588523705,0.07082,1.20335,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-06,2021-08-06,TWD,RMB,0.2264511572,0.2725,1.20335,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-07,2021-08-07,USD,RMB,6.4763173229,7.78,1.2013,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-07,2021-08-07,HKD,RMB,0.8324315325,1,1.2013,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-07,2021-08-07,GBP,RMB,8.9894281195,10.799,1.2013,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-07,2021-08-07,EUR,RMB,7.6196620328,9.1535,1.2013,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-07,2021-08-07,JPY,RMB,0.0587446932,0.07057,1.2013,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-07,2021-08-07,TWD,RMB,0.2268375926,0.2725,1.2013,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-08,2021-08-07,USD,RMB,6.4763173229,7.78,1.2013,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-08,2021-08-07,HKD,RMB,0.8324315325,1,1.2013,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-08,2021-08-07,GBP,RMB,8.9894281195,10.799,1.2013,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-08,2021-08-07,EUR,RMB,7.6196620328,9.1535,1.2013,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-08,2021-08-07,JPY,RMB,0.0587446932,0.07057,1.2013,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-08,2021-08-07,TWD,RMB,0.2268375926,0.2725,1.2013,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-09,2021-08-09,USD,RMB,6.4766817823,7.784,1.20185,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-09,2021-08-09,HKD,RMB,0.8320505887,1,1.20185,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-09,2021-08-09,GBP,RMB,8.9878104589,10.802,1.20185,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-09,2021-08-09,EUR,RMB,7.6161750634,9.1535,1.20185,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-09,2021-08-09,JPY,RMB,0.0587469318,0.070605,1.20185,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-09,2021-08-09,TWD,RMB,0.2267337854,0.2725,1.20185,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-10,2021-08-10,USD,RMB,6.4815354511,7.784,1.20095,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-10,2021-08-10,HKD,RMB,0.8326741330,1,1.20095,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-10,2021-08-10,GBP,RMB,8.9699820975,10.7725,1.20095,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-10,2021-08-10,EUR,RMB,7.6073108789,9.136,1.20095,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-10,2021-08-10,JPY,RMB,0.0586785462,0.07047,1.20095,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-10,2021-08-10,TWD,RMB,0.2269037012,0.2725,1.20095,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-11,2021-08-11,USD,RMB,6.4882664332,7.783,1.19955,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-11,2021-08-11,HKD,RMB,0.8336459506,1,1.19955,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-11,2021-08-11,GBP,RMB,8.9687799592,10.7585,1.19955,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-11,2021-08-11,EUR,RMB,7.5978491934,9.114,1.19955,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-11,2021-08-11,JPY,RMB,0.0585552916,0.07024,1.19955,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-11,2021-08-11,TWD,RMB,0.2271685215,0.2725,1.19955,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-12,2021-08-12,USD,RMB,6.4777125734,7.782,1.20135,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-12,2021-08-12,HKD,RMB,0.8323968868,1,1.20135,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-12,2021-08-12,GBP,RMB,8.9757356307,10.783,1.20135,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-12,2021-08-12,EUR,RMB,7.6018645690,9.1325,1.20135,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-12,2021-08-12,JPY,RMB,0.0586215508,0.070425,1.20135,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-12,2021-08-12,TWD,RMB,0.2268281517,0.2725,1.20135,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-13,2021-08-13,USD,RMB,6.4818053127,7.784,1.2009,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-13,2021-08-13,HKD,RMB,0.8327088017,1,1.2009,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-13,2021-08-13,GBP,RMB,8.9462070114,10.7435,1.2009,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-13,2021-08-13,EUR,RMB,7.6047131318,9.1325,1.2009,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-13,2021-08-13,JPY,RMB,0.0587392789,0.07054,1.2009,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-13,2021-08-13,TWD,RMB,0.2269131485,0.2725,1.2009,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-14,2021-08-14,USD,RMB,6.4777597470,7.784,1.20165,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-14,2021-08-14,HKD,RMB,0.8321890734,1,1.20165,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-14,2021-08-14,GBP,RMB,8.9809844797,10.792,1.20165,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-14,2021-08-14,EUR,RMB,7.6432405443,9.1845,1.20165,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-14,2021-08-14,JPY,RMB,0.0591020680,0.07102,1.20165,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-14,2021-08-14,TWD,RMB,0.2267715225,0.2725,1.20165,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-15,2021-08-14,USD,RMB,6.4777597470,7.784,1.20165,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-15,2021-08-14,HKD,RMB,0.8321890734,1,1.20165,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-15,2021-08-14,GBP,RMB,8.9809844797,10.792,1.20165,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-15,2021-08-14,EUR,RMB,7.6432405443,9.1845,1.20165,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-15,2021-08-14,JPY,RMB,0.0591020680,0.07102,1.20165,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-15,2021-08-14,TWD,RMB,0.2267715225,0.2725,1.20165,True,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
2021-08-16,2021-08-16,USD,RMB,6.4799167534,7.784,1.20125,False,香港金融管理局,https://api.hkma.gov.hk/public/market-data-and-statistics/monthly-statistical-bulletin/er-ir/er-eeri-daily
