event_id,auction_house_id,auction_event,auction_date,auction_location,category,data_status
SIM-2021-YIA-CAL-1,YIA,春季 中國書畫珍藏（模擬場次）,2021-06-20,橫濱,法書,模擬
SIM-2021-HYG-CER-1,HYG,春季 中國藝術珍品－瓷器專場（模擬場次）,2021-06-20,廣州,陶瓷器,模擬
SIM-2021-YZH-CAL-1,YZH,春季 翰墨流芳－歷代法書（模擬場次）,2021-06-27,台北,法書,模擬
SIM-2021-HYG-JAD-1,HYG,春季 中國藝術珍品－玉器專場（模擬場次）,2021-06-27,廣州,玉器,模擬
SIM-2021-BON-CER-1,BON,春季 御窯菁華－中國古代陶瓷（模擬場次）,2021-06-27,香港,陶瓷器,模擬
SIM-2021-TFA-CAL-2,TFA,秋季 中國書畫珍藏（模擬場次）,2021-09-04,東京,法書,模擬
SIM-2021-PHK-CAL-2,PHK,秋季 中國古代書法（模擬場次）,2021-09-05,香港,法書,模擬
SIM-2021-YZH-CAL-2,YZH,秋季 中國書畫珍藏（模擬場次）,2021-09-05,台北,法書,模擬
SIM-2021-TFA-CER-2,TFA,秋季 中國藝術珍品－瓷器專場（模擬場次）,2021-09-05,東京,陶瓷器,模擬
SIM-2021-XLY-BRO-2,XLY,秋季 中國藝術珍品－青銅器專場（模擬場次）,2021-09-05,杭州,銅器,模擬
SIM-2021-YZH-BRO-2,YZH,秋季 中國藝術珍品－青銅器專場（模擬場次）,2021-09-12,台北,銅器,模擬
SIM-2021-BON-CER-2,BON,秋季 中國藝術珍品－瓷器專場（模擬場次）,2021-09-12,香港,陶瓷器,模擬
SIM-2021-BPL-CAL-2,BPL,秋季 中國書畫珍藏（模擬場次）,2021-09-18,北京,法書,模擬
SIM-2021-XLY-CER-2,XLY,秋季 中國藝術珍品－瓷器專場（模擬場次）,2021-09-18,杭州,陶瓷器,模擬
SIM-2021-DIT-JAD-2,DIT,秋季 韞玉生輝－中國古代玉器（模擬場次）,2021-09-25,台北,玉器,模擬
SIM-2021-PHK-JAD-2,PHK,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2021-09-26,香港,玉器,模擬
SIM-2021-YIA-CAL-2,YIA,秋季 中國古代書法（模擬場次）,2021-09-26,橫濱,法書,模擬
SIM-2021-SOT-CAL-2,SOT,秋季 中國古代書法（模擬場次）,2021-09-26,香港,法書,模擬
SIM-2021-YON-BRO-2,YON,秋季 吉金永寶－重要青銅器（模擬場次）,2021-10-02,北京,銅器,模擬
SIM-2021-SOT-PAI-2,SOT,秋季 中國古代書畫（模擬場次）,2021-10-02,香港,繪畫,模擬
SIM-2021-DIT-PAI-2,DIT,秋季 中國近現代書畫（模擬場次）,2021-10-03,台北,繪畫,模擬
SIM-2021-DIT-BRO-2,DIT,秋季 吉金永寶－重要青銅器（模擬場次）,2021-10-09,台北,銅器,模擬
SIM-2021-CHR-JAD-2,CHR,秋季 韞玉生輝－中國古代玉器（模擬場次）,2021-10-10,香港,玉器,模擬
SIM-2021-YIA-CER-2,YIA,秋季 重要中國瓷器及工藝精品（模擬場次）,2021-10-10,橫濱,陶瓷器,模擬
SIM-2021-PHK-BRO-2,PHK,秋季 中國古代青銅器藝術（模擬場次）,2021-10-16,香港,銅器,模擬
SIM-2021-YIA-BRO-2,YIA,秋季 中國古代青銅器藝術（模擬場次）,2021-10-16,橫濱,銅器,模擬
SIM-2021-HYG-CAL-2,HYG,秋季 中國古代書法（模擬場次）,2021-10-16,廣州,法書,模擬
SIM-2021-HYG-PAI-2,HYG,秋季 中國古代書畫（模擬場次）,2021-10-16,廣州,繪畫,模擬
SIM-2021-PHK-PAI-2,PHK,秋季 中國古代書畫（模擬場次）,2021-10-17,香港,繪畫,模擬
SIM-2021-TCA-CAL-2,TCA,秋季 翰墨流芳－歷代法書（模擬場次）,2021-10-17,東京,法書,模擬
SIM-2021-TCA-CER-2,TCA,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2021-10-17,東京,陶瓷器,模擬
SIM-2021-CGH-CAL-2,CGH,秋季 翰墨流芳－歷代法書（模擬場次）,2021-10-23,香港,法書,模擬
SIM-2021-BON-JAD-2,BON,秋季 中國藝術珍品－玉器專場（模擬場次）,2021-10-23,香港,玉器,模擬
SIM-2021-BPL-JAD-2,BPL,秋季 中國藝術珍品－玉器專場（模擬場次）,2021-10-24,北京,玉器,模擬
SIM-2021-YON-PAI-2,YON,秋季 中國近現代書畫（模擬場次）,2021-10-24,北京,繪畫,模擬
SIM-2021-HYG-BRO-2,HYG,秋季 中國古代青銅器藝術（模擬場次）,2021-10-24,廣州,銅器,模擬
SIM-2021-CHR-CER-2,CHR,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2021-10-30,香港,陶瓷器,模擬
SIM-2021-YZH-PAI-2,YZH,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2021-10-30,台北,繪畫,模擬
SIM-2021-CGD-CAL-2,CGD,秋季 中國古代書法（模擬場次）,2021-10-31,北京,法書,模擬
SIM-2021-CGD-CER-2,CGD,秋季 重要中國瓷器及工藝精品（模擬場次）,2021-11-06,北京,陶瓷器,模擬
SIM-2021-CGH-PAI-2,CGH,秋季 中國近現代書畫（模擬場次）,2021-11-06,香港,繪畫,模擬
SIM-2021-YZH-JAD-2,YZH,秋季 中國藝術珍品－玉器專場（模擬場次）,2021-11-06,台北,玉器,模擬
SIM-2021-TCA-BRO-2,TCA,秋季 吉金永寶－重要青銅器（模擬場次）,2021-11-06,東京,銅器,模擬
SIM-2021-TFA-JAD-2,TFA,秋季 中國藝術珍品－玉器專場（模擬場次）,2021-11-06,東京,玉器,模擬
SIM-2021-YON-CER-2,YON,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2021-11-06,北京,陶瓷器,模擬
SIM-2021-DIT-CAL-2,DIT,秋季 翰墨流芳－歷代法書（模擬場次）,2021-11-07,台北,法書,模擬
SIM-2021-YIA-PAI-2,YIA,秋季 中國古代書畫（模擬場次）,2021-11-07,橫濱,繪畫,模擬
SIM-2021-HYG-JAD-2,HYG,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2021-11-07,廣州,玉器,模擬
SIM-2021-CGD-PAI-2,CGD,秋季 中國古代書畫（模擬場次）,2021-11-13,北京,繪畫,模擬
SIM-2021-TFA-PAI-2,TFA,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2021-11-13,東京,繪畫,模擬
SIM-2021-BPL-CER-2,BPL,秋季 中國藝術珍品－瓷器專場（模擬場次）,2021-11-14,北京,陶瓷器,模擬
SIM-2021-TCA-PAI-2,TCA,秋季 中國近現代書畫（模擬場次）,2021-11-20,東京,繪畫,模擬
SIM-2021-TFA-BRO-2,TFA,秋季 中國藝術珍品－青銅器專場（模擬場次）,2021-11-20,東京,銅器,模擬
SIM-2021-XLY-JAD-2,XLY,秋季 中國藝術珍品－玉器專場（模擬場次）,2021-11-20,杭州,玉器,模擬
SIM-2021-CGH-JAD-2,CGH,秋季 韞玉生輝－中國古代玉器（模擬場次）,2021-11-21,香港,玉器,模擬
SIM-2021-CHR-CAL-2,CHR,秋季 翰墨流芳－歷代法書（模擬場次）,2021-11-21,香港,法書,模擬
SIM-2021-BON-BRO-2,BON,秋季 中國藝術珍品－青銅器專場（模擬場次）,2021-11-21,香港,銅器,模擬
SIM-2021-CGH-BRO-2,CGH,秋季 吉金永寶－重要青銅器（模擬場次）,2021-11-28,香港,銅器,模擬
SIM-2021-CGH-CER-2,CGH,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2021-11-28,香港,陶瓷器,模擬
SIM-2021-YIA-JAD-2,YIA,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2021-11-28,橫濱,玉器,模擬
SIM-2021-YON-CAL-2,YON,秋季 翰墨流芳－歷代法書（模擬場次）,2021-11-28,北京,法書,模擬
SIM-2021-SOT-BRO-2,SOT,秋季 中國古代青銅器藝術（模擬場次）,2021-11-28,香港,銅器,模擬
SIM-2021-XLY-PAI-2,XLY,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2021-11-28,杭州,繪畫,模擬
SIM-2021-CHR-PAI-2,CHR,秋季 中國近現代書畫（模擬場次）,2021-12-04,香港,繪畫,模擬
SIM-2021-BPL-BRO-2,BPL,秋季 中國藝術珍品－青銅器專場（模擬場次）,2021-12-04,北京,銅器,模擬
SIM-2021-BON-PAI-2,BON,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2021-12-04,香港,繪畫,模擬
SIM-2021-CGD-JAD-2,CGD,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2021-12-11,北京,玉器,模擬
SIM-2021-CGD-BRO-2,CGD,秋季 中國古代青銅器藝術（模擬場次）,2021-12-11,北京,銅器,模擬
SIM-2021-TCA-JAD-2,TCA,秋季 韞玉生輝－中國古代玉器（模擬場次）,2021-12-11,東京,玉器,模擬
SIM-2021-YZH-CER-2,YZH,秋季 中國藝術珍品－瓷器專場（模擬場次）,2021-12-18,台北,陶瓷器,模擬
SIM-2021-DIT-CER-2,DIT,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2021-12-18,台北,陶瓷器,模擬
SIM-2021-XLY-CAL-2,XLY,秋季 中國書畫珍藏（模擬場次）,2021-12-18,杭州,法書,模擬
SIM-2021-CHR-BRO-2,CHR,秋季 吉金永寶－重要青銅器（模擬場次）,2021-12-19,香港,銅器,模擬
SIM-2021-PHK-CER-2,PHK,秋季 重要中國瓷器及工藝精品（模擬場次）,2021-12-19,香港,陶瓷器,模擬
SIM-2021-BON-CAL-2,BON,秋季 中國書畫珍藏（模擬場次）,2021-12-19,香港,法書,模擬
SIM-2021-YON-JAD-2,YON,秋季 韞玉生輝－中國古代玉器（模擬場次）,2021-12-25,北京,玉器,模擬
SIM-2021-BPL-PAI-2,BPL,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2021-12-26,北京,繪畫,模擬
SIM-2021-HYG-CER-2,HYG,秋季 重要中國瓷器及工藝精品（模擬場次）,2021-12-26,廣州,陶瓷器,模擬
SIM-2021-SOT-JAD-2,SOT,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2021-12-26,香港,玉器,模擬
SIM-2021-SOT-CER-2,SOT,秋季 重要中國瓷器及工藝精品（模擬場次）,2021-12-26,香港,陶瓷器,模擬
SIM-2022-BPL-CER-1,BPL,春季 中國藝術珍品－瓷器專場（模擬場次）,2022-03-05,北京,陶瓷器,模擬
SIM-2022-YON-CAL-1,YON,春季 翰墨流芳－歷代法書（模擬場次）,2022-03-06,北京,法書,模擬
SIM-2022-HYG-CAL-1,HYG,春季 中國古代書法（模擬場次）,2022-03-06,廣州,法書,模擬
SIM-2022-HYG-BRO-1,HYG,春季 中國古代青銅器藝術（模擬場次）,2022-03-06,廣州,銅器,模擬
SIM-2022-CHR-BRO-1,CHR,春季 吉金永寶－重要青銅器（模擬場次）,2022-03-12,香港,銅器,模擬
SIM-2022-YZH-PAI-1,YZH,春季 翰墨丹青－中國繪畫專場（模擬場次）,2022-03-12,台北,繪畫,模擬
SIM-2022-SOT-BRO-1,SOT,春季 中國古代青銅器藝術（模擬場次）,2022-03-13,香港,銅器,模擬
SIM-2022-CGD-CER-1,CGD,春季 重要中國瓷器及工藝精品（模擬場次）,2022-03-19,北京,陶瓷器,模擬
SIM-2022-TCA-CER-1,TCA,春季 御窯菁華－中國古代陶瓷（模擬場次）,2022-03-19,東京,陶瓷器,模擬
SIM-2022-BON-CER-1,BON,春季 中國藝術珍品－瓷器專場（模擬場次）,2022-03-20,香港,陶瓷器,模擬
SIM-2022-CGH-BRO-1,CGH,春季 吉金永寶－重要青銅器（模擬場次）,2022-03-27,香港,銅器,模擬
SIM-2022-YZH-CAL-1,YZH,春季 中國書畫珍藏（模擬場次）,2022-03-27,台北,法書,模擬
SIM-2022-TCA-BRO-1,TCA,春季 吉金永寶－重要青銅器（模擬場次）,2022-03-27,東京,銅器,模擬
SIM-2022-CGD-JAD-1,CGD,春季 瑰麗玉器與宮廷藝術（模擬場次）,2022-04-02,北京,玉器,模擬
SIM-2022-PHK-CAL-1,PHK,春季 中國古代書法（模擬場次）,2022-04-02,香港,法書,模擬
SIM-2022-PHK-PAI-1,PHK,春季 中國古代書畫（模擬場次）,2022-04-02,香港,繪畫,模擬
SIM-2022-YON-BRO-1,YON,春季 吉金永寶－重要青銅器（模擬場次）,2022-04-02,北京,銅器,模擬
SIM-2022-XLY-PAI-1,XLY,春季 翰墨丹青－中國繪畫專場（模擬場次）,2022-04-02,杭州,繪畫,模擬
SIM-2022-SOT-JAD-1,SOT,春季 瑰麗玉器與宮廷藝術（模擬場次）,2022-04-03,香港,玉器,模擬
SIM-2022-BPL-BRO-1,BPL,春季 中國藝術珍品－青銅器專場（模擬場次）,2022-04-09,北京,銅器,模擬
SIM-2022-BON-PAI-1,BON,春季 翰墨丹青－中國繪畫專場（模擬場次）,2022-04-09,香港,繪畫,模擬
SIM-2022-CGD-CAL-1,CGD,春季 中國古代書法（模擬場次）,2022-04-10,北京,法書,模擬
SIM-2022-YIA-BRO-1,YIA,春季 中國古代青銅器藝術（模擬場次）,2022-04-10,橫濱,銅器,模擬
SIM-2022-XLY-CAL-1,XLY,春季 中國書畫珍藏（模擬場次）,2022-04-16,杭州,法書,模擬
SIM-2022-BON-CAL-1,BON,春季 中國書畫珍藏（模擬場次）,2022-04-17,香港,法書,模擬
SIM-2022-CGH-CAL-1,CGH,春季 翰墨流芳－歷代法書（模擬場次）,2022-04-23,香港,法書,模擬
SIM-2022-YON-JAD-1,YON,春季 韞玉生輝－中國古代玉器（模擬場次）,2022-04-23,北京,玉器,模擬
SIM-2022-XLY-JAD-1,XLY,春季 中國藝術珍品－玉器專場（模擬場次）,2022-04-23,杭州,玉器,模擬
SIM-2022-CGH-CER-1,CGH,春季 御窯菁華－中國古代陶瓷（模擬場次）,2022-04-24,香港,陶瓷器,模擬
SIM-2022-DIT-JAD-1,DIT,春季 韞玉生輝－中國古代玉器（模擬場次）,2022-04-24,台北,玉器,模擬
SIM-2022-CHR-CER-1,CHR,春季 御窯菁華－中國古代陶瓷（模擬場次）,2022-05-01,香港,陶瓷器,模擬
SIM-2022-YZH-JAD-1,YZH,春季 中國藝術珍品－玉器專場（模擬場次）,2022-05-01,台北,玉器,模擬
SIM-2022-SOT-PAI-1,SOT,春季 中國古代書畫（模擬場次）,2022-05-01,香港,繪畫,模擬
SIM-2022-CGD-PAI-1,CGD,春季 中國古代書畫（模擬場次）,2022-05-07,北京,繪畫,模擬
SIM-2022-CGH-PAI-1,CGH,春季 中國近現代書畫（模擬場次）,2022-05-07,香港,繪畫,模擬
SIM-2022-TFA-BRO-1,TFA,春季 中國藝術珍品－青銅器專場（模擬場次）,2022-05-07,東京,銅器,模擬
SIM-2022-YIA-JAD-1,YIA,春季 瑰麗玉器與宮廷藝術（模擬場次）,2022-05-07,橫濱,玉器,模擬
SIM-2022-DIT-CAL-1,DIT,春季 翰墨流芳－歷代法書（模擬場次）,2022-05-08,台北,法書,模擬
SIM-2022-TFA-PAI-1,TFA,春季 翰墨丹青－中國繪畫專場（模擬場次）,2022-05-08,東京,繪畫,模擬
SIM-2022-YIA-CAL-1,YIA,春季 中國古代書法（模擬場次）,2022-05-08,橫濱,法書,模擬
SIM-2022-BON-BRO-1,BON,春季 中國藝術珍品－青銅器專場（模擬場次）,2022-05-08,香港,銅器,模擬
SIM-2022-TCA-JAD-1,TCA,春季 韞玉生輝－中國古代玉器（模擬場次）,2022-05-14,東京,玉器,模擬
SIM-2022-YIA-CER-1,YIA,春季 重要中國瓷器及工藝精品（模擬場次）,2022-05-14,橫濱,陶瓷器,模擬
SIM-2022-YZH-CER-1,YZH,春季 中國藝術珍品－瓷器專場（模擬場次）,2022-05-15,台北,陶瓷器,模擬
SIM-2022-CHR-JAD-1,CHR,春季 韞玉生輝－中國古代玉器（模擬場次）,2022-05-21,香港,玉器,模擬
SIM-2022-PHK-JAD-1,PHK,春季 瑰麗玉器與宮廷藝術（模擬場次）,2022-05-21,香港,玉器,模擬
SIM-2022-PHK-CER-1,PHK,春季 重要中國瓷器及工藝精品（模擬場次）,2022-05-21,香港,陶瓷器,模擬
SIM-2022-DIT-PAI-1,DIT,春季 中國近現代書畫（模擬場次）,2022-05-21,台北,繪畫,模擬
SIM-2022-DIT-BRO-1,DIT,春季 吉金永寶－重要青銅器（模擬場次）,2022-05-21,台北,銅器,模擬
SIM-2022-YIA-PAI-1,YIA,春季 中國古代書畫（模擬場次）,2022-05-21,橫濱,繪畫,模擬
SIM-2022-HYG-CER-1,HYG,春季 重要中國瓷器及工藝精品（模擬場次）,2022-05-21,廣州,陶瓷器,模擬
SIM-2022-YON-CER-1,YON,春季 御窯菁華－中國古代陶瓷（模擬場次）,2022-05-22,北京,陶瓷器,模擬
SIM-2022-HYG-JAD-1,HYG,春季 瑰麗玉器與宮廷藝術（模擬場次）,2022-05-22,廣州,玉器,模擬
SIM-2022-XLY-BRO-1,XLY,春季 中國藝術珍品－青銅器專場（模擬場次）,2022-05-22,杭州,銅器,模擬
SIM-2022-BPL-CAL-1,BPL,春季 中國書畫珍藏（模擬場次）,2022-05-28,北京,法書,模擬
SIM-2022-BPL-JAD-1,BPL,春季 中國藝術珍品－玉器專場（模擬場次）,2022-05-28,北京,玉器,模擬
SIM-2022-DIT-CER-1,DIT,春季 御窯菁華－中國古代陶瓷（模擬場次）,2022-05-28,台北,陶瓷器,模擬
SIM-2022-BPL-PAI-1,BPL,春季 翰墨丹青－中國繪畫專場（模擬場次）,2022-05-29,北京,繪畫,模擬
SIM-2022-TFA-CER-1,TFA,春季 中國藝術珍品－瓷器專場（模擬場次）,2022-05-29,東京,陶瓷器,模擬
SIM-2022-SOT-CAL-1,SOT,春季 中國古代書法（模擬場次）,2022-05-29,香港,法書,模擬
SIM-2022-XLY-CER-1,XLY,春季 中國藝術珍品－瓷器專場（模擬場次）,2022-05-29,杭州,陶瓷器,模擬
SIM-2022-YZH-BRO-1,YZH,春季 中國藝術珍品－青銅器專場（模擬場次）,2022-06-04,台北,銅器,模擬
SIM-2022-TCA-CAL-1,TCA,春季 翰墨流芳－歷代法書（模擬場次）,2022-06-04,東京,法書,模擬
SIM-2022-TFA-CAL-1,TFA,春季 中國書畫珍藏（模擬場次）,2022-06-04,東京,法書,模擬
SIM-2022-HYG-PAI-1,HYG,春季 中國古代書畫（模擬場次）,2022-06-04,廣州,繪畫,模擬
SIM-2022-SOT-CER-1,SOT,春季 重要中國瓷器及工藝精品（模擬場次）,2022-06-05,香港,陶瓷器,模擬
SIM-2022-CGD-BRO-1,CGD,春季 中國古代青銅器藝術（模擬場次）,2022-06-11,北京,銅器,模擬
SIM-2022-CGH-JAD-1,CGH,春季 韞玉生輝－中國古代玉器（模擬場次）,2022-06-12,香港,玉器,模擬
SIM-2022-CHR-CAL-1,CHR,春季 翰墨流芳－歷代法書（模擬場次）,2022-06-12,香港,法書,模擬
SIM-2022-BON-JAD-1,BON,春季 中國藝術珍品－玉器專場（模擬場次）,2022-06-12,香港,玉器,模擬
SIM-2022-TCA-PAI-1,TCA,春季 中國近現代書畫（模擬場次）,2022-06-18,東京,繪畫,模擬
SIM-2022-CHR-PAI-1,CHR,春季 中國近現代書畫（模擬場次）,2022-06-19,香港,繪畫,模擬
SIM-2022-PHK-BRO-1,PHK,春季 中國古代青銅器藝術（模擬場次）,2022-06-19,香港,銅器,模擬
SIM-2022-TFA-JAD-1,TFA,春季 中國藝術珍品－玉器專場（模擬場次）,2022-06-26,東京,玉器,模擬
SIM-2022-YON-PAI-1,YON,春季 中國近現代書畫（模擬場次）,2022-06-26,北京,繪畫,模擬
SIM-2022-CGH-CAL-2,CGH,秋季 中國書畫珍藏（模擬場次）,2022-09-03,香港,法書,模擬
SIM-2022-YIA-CER-2,YIA,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2022-09-04,橫濱,陶瓷器,模擬
SIM-2022-YON-PAI-2,YON,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2022-09-04,北京,繪畫,模擬
SIM-2022-PHK-BRO-2,PHK,秋季 吉金永寶－重要青銅器（模擬場次）,2022-09-10,香港,銅器,模擬
SIM-2022-HYG-BRO-2,HYG,秋季 吉金永寶－重要青銅器（模擬場次）,2022-09-10,廣州,銅器,模擬
SIM-2022-TFA-JAD-2,TFA,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2022-09-11,東京,玉器,模擬
SIM-2022-DIT-BRO-2,DIT,秋季 中國藝術珍品－青銅器專場（模擬場次）,2022-09-17,台北,銅器,模擬
SIM-2022-HYG-JAD-2,HYG,秋季 韞玉生輝－中國古代玉器（模擬場次）,2022-09-17,廣州,玉器,模擬
SIM-2022-XLY-PAI-2,XLY,秋季 中國古代書畫（模擬場次）,2022-09-17,杭州,繪畫,模擬
SIM-2022-CGH-JAD-2,CGH,秋季 中國藝術珍品－玉器專場（模擬場次）,2022-09-18,香港,玉器,模擬
SIM-2022-DIT-PAI-2,DIT,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2022-09-18,台北,繪畫,模擬
SIM-2022-TFA-CAL-2,TFA,秋季 中國古代書法（模擬場次）,2022-09-24,東京,法書,模擬
SIM-2022-BON-CAL-2,BON,秋季 中國古代書法（模擬場次）,2022-09-24,香港,法書,模擬
SIM-2022-CGD-CAL-2,CGD,秋季 翰墨流芳－歷代法書（模擬場次）,2022-09-25,北京,法書,模擬
SIM-2022-CHR-CAL-2,CHR,秋季 中國書畫珍藏（模擬場次）,2022-09-25,香港,法書,模擬
SIM-2022-TCA-PAI-2,TCA,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2022-09-25,東京,繪畫,模擬
SIM-2022-YIA-PAI-2,YIA,秋季 中國近現代書畫（模擬場次）,2022-10-01,橫濱,繪畫,模擬
SIM-2022-XLY-CER-2,XLY,秋季 重要中國瓷器及工藝精品（模擬場次）,2022-10-01,杭州,陶瓷器,模擬
SIM-2022-PHK-JAD-2,PHK,秋季 韞玉生輝－中國古代玉器（模擬場次）,2022-10-02,香港,玉器,模擬
SIM-2022-YON-BRO-2,YON,秋季 中國藝術珍品－青銅器專場（模擬場次）,2022-10-02,北京,銅器,模擬
SIM-2022-XLY-JAD-2,XLY,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2022-10-02,杭州,玉器,模擬
SIM-2022-HYG-PAI-2,HYG,秋季 中國近現代書畫（模擬場次）,2022-10-08,廣州,繪畫,模擬
SIM-2022-SOT-CER-2,SOT,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2022-10-08,香港,陶瓷器,模擬
SIM-2022-BON-JAD-2,BON,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2022-10-08,香港,玉器,模擬
SIM-2022-CGD-JAD-2,CGD,秋季 韞玉生輝－中國古代玉器（模擬場次）,2022-10-09,北京,玉器,模擬
SIM-2022-TCA-BRO-2,TCA,秋季 中國藝術珍品－青銅器專場（模擬場次）,2022-10-09,東京,銅器,模擬
SIM-2022-YZH-JAD-2,YZH,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2022-10-15,台北,玉器,模擬
SIM-2022-SOT-BRO-2,SOT,秋季 吉金永寶－重要青銅器（模擬場次）,2022-10-15,香港,銅器,模擬
SIM-2022-CHR-JAD-2,CHR,秋季 中國藝術珍品－玉器專場（模擬場次）,2022-10-22,香港,玉器,模擬
SIM-2022-PHK-PAI-2,PHK,秋季 中國近現代書畫（模擬場次）,2022-10-22,香港,繪畫,模擬
SIM-2022-TFA-PAI-2,TFA,秋季 中國古代書畫（模擬場次）,2022-10-23,東京,繪畫,模擬
SIM-2022-XLY-CAL-2,XLY,秋季 中國古代書法（模擬場次）,2022-10-23,杭州,法書,模擬
SIM-2022-CGH-PAI-2,CGH,秋季 翰墨丹青－中國繪畫專場（模擬場次）,2022-10-29,香港,繪畫,模擬
SIM-2022-CGH-CER-2,CGH,秋季 中國藝術珍品－瓷器專場（模擬場次）,2022-10-29,香港,陶瓷器,模擬
SIM-2022-BPL-JAD-2,BPL,秋季 瑰麗玉器與宮廷藝術（模擬場次）,2022-10-29,北京,玉器,模擬
SIM-2022-CHR-CER-2,CHR,秋季 中國藝術珍品－瓷器專場（模擬場次）,2022-10-30,香港,陶瓷器,模擬
SIM-2022-BPL-PAI-2,BPL,秋季 中國古代書畫（模擬場次）,2022-10-30,北京,繪畫,模擬
SIM-2022-YZH-BRO-2,YZH,秋季 中國古代青銅器藝術（模擬場次）,2022-10-30,台北,銅器,模擬
SIM-2022-CHR-BRO-2,CHR,秋季 中國藝術珍品－青銅器專場（模擬場次）,2022-11-05,香港,銅器,模擬
SIM-2022-SOT-CAL-2,SOT,秋季 翰墨流芳－歷代法書（模擬場次）,2022-11-05,香港,法書,模擬
SIM-2022-CGD-BRO-2,CGD,秋季 吉金永寶－重要青銅器（模擬場次）,2022-11-06,北京,銅器,模擬
SIM-2022-YZH-CER-2,YZH,秋季 重要中國瓷器及工藝精品（模擬場次）,2022-11-06,台北,陶瓷器,模擬
SIM-2022-YIA-CAL-2,YIA,秋季 翰墨流芳－歷代法書（模擬場次）,2022-11-06,橫濱,法書,模擬
SIM-2022-YON-CER-2,YON,秋季 中國藝術珍品－瓷器專場（模擬場次）,2022-11-06,北京,陶瓷器,模擬
SIM-2022-HYG-CAL-2,HYG,秋季 翰墨流芳－歷代法書（模擬場次）,2022-11-06,廣州,法書,模擬
SIM-2022-BON-PAI-2,BON,秋季 中國古代書畫（模擬場次）,2022-11-06,香港,繪畫,模擬
SIM-2022-CGD-PAI-2,CGD,秋季 中國近現代書畫（模擬場次）,2022-11-12,北京,繪畫,模擬
SIM-2022-BPL-BRO-2,BPL,秋季 中國古代青銅器藝術（模擬場次）,2022-11-12,北京,銅器,模擬
SIM-2022-YIA-JAD-2,YIA,秋季 韞玉生輝－中國古代玉器（模擬場次）,2022-11-12,橫濱,玉器,模擬
SIM-2022-CGH-BRO-2,CGH,秋季 中國藝術珍品－青銅器專場（模擬場次）,2022-11-13,香港,銅器,模擬
SIM-2022-DIT-JAD-2,DIT,秋季 中國藝術珍品－玉器專場（模擬場次）,2022-11-13,台北,玉器,模擬
SIM-2022-YIA-BRO-2,YIA,秋季 吉金永寶－重要青銅器（模擬場次）,2022-11-19,橫濱,銅器,模擬
SIM-2022-CGD-CER-2,CGD,秋季 御窯菁華－中國古代陶瓷（模擬場次）,2022-11-26,北京,陶瓷器,模擬
SIM-2022-DIT-CAL-2,DIT,秋季 中國書畫珍藏（模擬場次）,2022-11-26,台北,法書,模擬
SIM-2022-YZH-CAL-2,YZH,秋季 中國古代書法（模擬場次）,2022-11-27,台北,法書,模擬
SIM-2022-SOT-PAI-2,SOT,秋季 中國近現代書畫（模擬場次）,2022-11-27,香港,繪畫,模擬
SIM-2022-SOT-JAD-2,SOT,秋季 韞玉生輝－中國古代玉器（模擬場次）,2022-12-03,香港,玉器,模擬
SIM-2022-BPL-CER-2,BPL,秋季 重要中國瓷器及工藝精品（模擬場次）,2022-12-04,北京,陶瓷器,模擬
SIM-2022-YON-JAD-2,YON,秋季 中國藝術珍品－玉器專場（模擬場次）,2022-12-04,北京,玉器,模擬
SIM-2022-XLY-BRO-2,XLY,秋季 中國古代青銅器藝術（模擬場次）,2022-12-04,杭州,銅器,模擬
SIM-2022-BPL-CAL-2,BPL,秋季 中國古代書法（模擬場次）,2022-12-11,北京,法書,模擬
SIM-2022-PHK-CAL-2,PHK,秋季 翰墨流芳－歷代法書（模擬場次）,2022-12-17,香港,法書,模擬
SIM-2022-TFA-CER-2,TFA,秋季 重要中國瓷器及工藝精品（模擬場次）,2022-12-17,東京,陶瓷器,模擬
SIM-2022-BON-BRO-2,BON,秋季 中國古代青銅器藝術（模擬場次）,2022-12-17,香港,銅器,模擬
